"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YNEEC5841AA17D9B77,East Texas Sheet Metal,"4700 Old Troup Hwy, Tyler, TX 75707",,https://www.bing.com/maps?cp=32.300811767578125%7E-95.26445007324219&lvl=16.0&q=East%20Texas%20Sheet%20Metal%20%2C%204700%20Old%20Troup%20Hwy%2C%20Tyler%2C%20TX%2075707,32.30081177,-95.26445007,,,Metal fabricator,,,(903) 581-7087,,,,,
ypid:YN8C18C5F04224A4F0,PDJR Inc.,"Private Address in Tyler, Texas",,https://www.bing.com/maps?cp=32.349483489990234%7E-95.30583953857422&lvl=16.0&q=PDJR%20Inc.%20%2C%20Private%20Address%20in%20Tyler%2C%20Texas,32.34948349,-95.30583954,,,Steel fabricators,Closed · Opens Sun at midnight,https://pdjrinc.godaddysites.com/,(214) 875-3369,,,,,
ypid:YN605F9D5890A516DE,Tyler Iron & Metal,"1630 W Northwest Loop 323, Tyler, TX 75702",https://www.bing.com/th?id=OLC.ECszxK5mAJRsTw480x360&pid=Local,https://www.bing.com/maps?cp=32.38629150390625%7E-95.31871032714844&lvl=16.0&q=Tyler%20Iron%20%26%20Metal%20%2C%201630%20W%20Northwest%20Loop%20323%2C%20Tyler%2C%20TX%2075702,32.3862915,-95.31871033,2,Yelp (4),Recycling center,Closes in 3 mins,http://tylerironandmetal.com/,(903) 592-8144,,,,,
ypid:YN16013B52A37AF4F8,Sawyer Metal,"12562 State Highway 64 W, Tyler, TX 75704",,https://www.bing.com/maps?cp=32.36088180541992%7E-95.37537384033203&lvl=16.0&q=Sawyer%20Metal%20%2C%2012562%20State%20Highway%2064%20W%2C%20Tyler%2C%20TX%2075704,32.36088181,-95.37537384,,,Construction services,Closes in 3 mins,http://sawyermetal.com/,(903) 531-0182,"clinton@sawyermetal.com,randy@sawyersinc.com,info@amphenol.co.kr,info@gngr.kr,syendmill@naver.com",,,,
ypid:YNB9EFDCC77E589AE0,Landmark Roofing & Sheet Metal,"5615 Troup Hwy, Tyler, TX 75707",https://www.bing.com/th?id=OLC.Ufnkiy0JqTD/ow480x360&pid=Local,https://www.bing.com/maps?cp=32.288543701171875%7E-95.25608825683594&lvl=16.0&q=Landmark%20Roofing%20%26%20Sheet%20Metal%20%2C%205615%20Troup%20Hwy%2C%20Tyler%2C%20TX%2075707,32.2885437,-95.25608826,,,Home service,Open · Closes 6 PM,https://landmarkroofingpros.com/,(903) 350-0522,,,,,
ypid:YN24A786CE9309B00D,Roys' Metal Recycling ️ ️ ️ ️ ️ ️,"906 E Locust St, Tyler, TX 75702",,https://www.bing.com/maps?cp=32.35272979736328%7E-95.2913589477539&lvl=16.0&q=Roys'%20Metal%20Recycling%20%EF%B8%8F%20%EF%B8%8F%20%EF%B8%8F%20%EF%B8%8F%20%EF%B8%8F%20%EF%B8%8F%20%2C%20906%20E%20Locust%20St%2C%20Tyler%2C%20TX%2075702,32.3527298,-95.29135895,,,Recycling center,Closes in 3 mins,,(903) 630-1212,,,,,
ypid:YN7C55D62140ADFE08,East Texas Roof Works & Sheet Metal,"14697 Rock Rd, Tyler, TX 75707",https://www.bing.com/th?id=OLC.o+/jdFgBzxdDRA480x360&pid=Local,https://www.bing.com/maps?cp=32.27797317504883%7E-95.16246795654297&lvl=16.0&q=East%20Texas%20Roof%20Works%20%26%20Sheet%20Metal%20%2C%2014697%20Rock%20Rd%2C%20Tyler%2C%20TX%2075707,32.27797318,-95.16246796,3.5,Yelp (3),Home service,Open 24 hours,https://easttexasroofworks.com/,(903) 749-5883,"Txroofmaster@aol.com,txroofmaster@aol.com","https://www.facebook.com/easttexasroofworks,https://www.youtube.com/channel/ucchvefcocf5ncvc_r9uutiq,https://www.linkedin.com/in/jimmy-gordon-9875283b/",https://www.facebook.com/easttexasroofworks,,
ypid:YN6A325BABD70A1838,One-Ten Welding,"14762 TX-110, Whitehouse, TX 75791",https://www.bing.com/th?id=OLC.pU0T/ivORnHWLA480x360&pid=Local,https://www.bing.com/maps?cp=32.26404571533203%7E-95.24043273925781&lvl=16.0&q=One-Ten%20Welding%20%2C%2014762%20TX-110%2C%20Whitehouse%2C%20TX%2075791,32.26404572,-95.24043274,,,Metal fabricator,Closes in 2 mins,http://onetenwelding.com/,(903) 561-8549,onetenwelding@gmail.com,,,,
ypid:YN24E15A65963021AD,Metal Building Supplies of America,"705 W Bradford St, Troup, TX 75789",,https://www.bing.com/maps?cp=32.14603805541992%7E-95.1277084350586&lvl=16.0&q=Metal%20Building%20Supplies%20of%20America%20%2C%20705%20W%20Bradford%20St%2C%20Troup%2C%20TX%2075789,32.14603806,-95.12770844,,,Metal fabricator,Closes in 2 mins,https://www.metalbsa.com/,(903) 705-4590,sales@metalbsa.com,,,,
ypid:YN1C7B2AE19BC800A5,"Bee Happy Building, LLC","Private Address in , Texas",,https://www.bing.com/maps?cp=32.28998565673828%7E-95.09722900390625&lvl=16.0&q=Bee%20Happy%20Building%2C%20LLC%20%2C%20Private%20Address%20in%20%2C%20Texas,32.28998566,-95.097229,,,Metal fabricator,Closed · Opens tomorrow 7 AM,https://beehappybuilding.com/,(903) 522-1565,,,,,
ypid:YN5F8E0903945A24DC,MetalSmiths,"13437 TX-110 S, Tyler, TX 75707",,https://www.bing.com/maps?cp=32.28450012207031%7E-95.2493667602539&lvl=16.0&q=MetalSmiths%20%2C%2013437%20TX-110%20S%2C%20Tyler%2C%20TX%2075707,32.28450012,-95.24936676,,,Metal fabricator,Closes in 2 mins,,(903) 941-4138,,,,,
ypid:YND5B69A10C6E67B4E,Americo Metal Buildings,"13311 State Highway 64 E, Tyler, TX 75707",,https://www.bing.com/maps?cp=32.30991744995117%7E-95.18701934814453&lvl=16.0&q=Americo%20Metal%20Buildings%20%2C%2013311%20State%20Highway%2064%20E%2C%20Tyler%2C%20TX%2075707,32.30991745,-95.18701935,,,Building contractor,Closed · Opens tomorrow 9 AM,,(903) 852-4100,,,,,
ypid:YNFCE477279D1B02EA,Precision Custom Cuts,"12551 County Road 282, Whitehouse, TX 75791",,https://www.bing.com/maps?cp=32.26922607421875%7E-95.20269775390625&lvl=16.0&q=Precision%20Custom%20Cuts%20%2C%2012551%20County%20Road%20282%2C%20Whitehouse%2C%20TX%2075791,32.26922607,-95.20269775,,,Metal fabricator,Closes in 2 mins,https://precisioncustomcuts.com/,(903) 213-2127,info@precisioncustomcuts.com,"https://instagram.com/precision.custom.cuts?igshid=ywjhmjlhztc=,https://www.youtube.com/channel/ucv2m2-vzenrdntwl8ob8hpa,https://www.facebook.com/profile.php?id=100089786326544",https://www.facebook.com/profile.php?id=100089786326544,https://instagram.com/precision.custom.cuts?igshid=ywjhmjlhztc=,
ypid:YNA373851D10C14491,Fortis Specialty Services LLC - Henderson Metal Fabrication and Welding,"5597 N County Road 103, Henderson, TX 75652",https://www.bing.com/th?id=OLC.zWa3L9tWw7m4/w480x360&pid=Local,https://www.bing.com/maps?cp=32.23240661621094%7E-94.86297607421875&lvl=16.0&q=Fortis%20Specialty%20Services%20LLC%20-%20Henderson%20Metal%20Fabrication%20and%20Welding%20%2C%205597%20N%20County%20Road%20103%2C%20Henderson%2C%20TX%2075652,32.23240662,-94.86297607,,,Metal fabricator,Closes in 2 mins,https://www.fortisspecialtyservices.com/,(903) 646-8696,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN554F0D30B34AC0AC,Texas Metal Carports,"10544 FM 2908, Tyler, TX 75708",,https://www.bing.com/maps?cp=32.41248321533203%7E-95.16777038574219&lvl=16.0&q=Texas%20Metal%20Carports%20%2C%2010544%20FM%202908%2C%20Tyler%2C%20TX%2075708,32.41248322,-95.16777039,,,Metal fabricator,Closes in 2 mins,http://www.texasmetalcarports.co/,(903) 877-9241,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN6D28DB90567CE859,CNC Fabrication,"11790 FM 3270, Tyler, TX 75708",https://www.bing.com/th?id=OLC.sga5ZbA1CL+FXA480x360&pid=Local,https://www.bing.com/maps?cp=32.43505096435547%7E-95.19416046142578&lvl=16.0&q=CNC%20Fabrication%20%2C%2011790%20FM%203270%2C%20Tyler%2C%20TX%2075708,32.43505096,-95.19416046,,,Metal fabricator,Closed · Opens tomorrow 7 AM,http://www.cncfabtyler.com/,(903) 877-2055,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNF820CA72B70E0359,Regal Machine,"10893 US-271 S, Tyler, TX 75708",https://www.bing.com/th?id=OLC.tKY755biSfsfaQ480x360&pid=Local,https://www.bing.com/maps?cp=32.417232513427734%7E-95.22708129882812&lvl=16.0&q=Regal%20Machine%20%2C%2010893%20US-271%20S%2C%20Tyler%2C%20TX%2075708,32.41723251,-95.2270813,,,Metal fabricator,Closed · Opens tomorrow 7 AM,https://www.regalmfg.com/,(903) 877-2353,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNEAABED2DC6D90143,"Apache Construction, Inc.","905 TX-110 N, Whitehouse, TX 75791",https://www.bing.com/th?id=OLC.X28+awM1VzThIw480x360&pid=Local,https://www.bing.com/maps?cp=32.24049377441406%7E-95.23098754882812&lvl=16.0&q=Apache%20Construction%2C%20Inc.%20%2C%20905%20TX-110%20N%2C%20Whitehouse%2C%20TX%2075791,32.24049377,-95.23098755,,,Building contractor,Closes in 2 mins,http://www.apacheconstruction.com/,(903) 839-2242,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA9C9A687FE2BAA73,Max Metal Buildings,"Private Address in , Texas",https://www.bing.com/th?id=OLC.wxRWJGqaAEgKnA480x360&pid=Local,https://www.bing.com/maps?cp=32.355491638183594%7E-95.04110717773438&lvl=16.0&q=Max%20Metal%20Buildings%20%2C%20Private%20Address%20in%20%2C%20Texas,32.35549164,-95.04110718,,,Construction services,Closes in 2 mins,http://maxmetalbuildingstx.com/,(903) 576-9192,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNEC8D8DD85E353F70,Eagle Steel Buildings,"17521 State Highway 155 S, Flint, TX 75762",,https://www.bing.com/maps?cp=32.2261962890625%7E-95.4109878540039&lvl=16.0&q=Eagle%20Steel%20Buildings%20%2C%2017521%20State%20Highway%20155%20S%2C%20Flint%2C%20TX%2075762,32.22619629,-95.41098785,,,Steel fabricators,Closes in 2 mins,http://www.eaglesteelbuildings.com/,(903) 534-1133,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN8620BE36DD66F402,Iron King Construction_Barndominiums & Buildings,"Private Address in , Texas",,https://www.bing.com/maps?cp=32.19305419921875%7E-95.29521942138672&lvl=16.0&q=Iron%20King%20Construction_Barndominiums%20%26%20Buildings%20%2C%20Private%20Address%20in%20%2C%20Texas,32.1930542,-95.29521942,,,Metal fabricator,Open · Closes 5:30 PM,http://www.ironkingconstruction.com/,(903) 945-6911,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNE8E1BD46A6D26AF6,Metal Buildings ETX,"17536 State Highway 155 S, Flint, TX 75762",,https://www.bing.com/maps?cp=32.22634506225586%7E-95.41217041015625&lvl=16.0&q=Metal%20Buildings%20ETX%20%2C%2017536%20State%20Highway%20155%20S%2C%20Flint%2C%20TX%2075762,32.22634506,-95.41217041,,,Metal fabricator,Open · Closes 6 PM,https://metalbuildingsetx.com/,(903) 541-9311,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNC3EC11E563914203,Taylor Buildings LLC,"10801 County Road 1268, Flint, TX 75762",https://www.bing.com/th?id=OLC.7XKuNQrxW7kSeA480x360&pid=Local,https://www.bing.com/maps?cp=32.23028564453125%7E-95.34732818603516&lvl=16.0&q=Taylor%20Buildings%20LLC%20%2C%2010801%20County%20Road%201268%2C%20Flint%2C%20TX%2075762,32.23028564,-95.34732819,,,Metal fabricator,Closes in 2 mins,http://taylorbuildings.net/,(903) 520-9232,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN119CFD3CA60D4FC1,ETX STEEL - Tyler,"10778 US Highway 69 N, Tyler, TX 75706",https://www.bing.com/th?id=OLC.Js6V9QFBdQdYYQ480x360&pid=Local,https://www.bing.com/maps?cp=32.42141342163086%7E-95.35738372802734&lvl=16.0&q=ETX%20STEEL%20-%20Tyler%20%2C%2010778%20US%20Highway%2069%20N%2C%20Tyler%2C%20TX%2075706,32.42141342,-95.35738373,,,Metal fabricator,Closes in 2 mins,https://etxsteel.com/,(903) 279-9039,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN32B3C1F35A9BC2B1,ETEX steel building,"227 TX-135, Jacksonville, TX 75766",,https://www.bing.com/maps?cp=31.994972229003906%7E-95.23539733886719&lvl=16.0&q=ETEX%20steel%20building%20%2C%20227%20TX-135%2C%20Jacksonville%2C%20TX%2075766,31.99497223,-95.23539734,,,Construction services,Closes in 2 mins,http://etexconstruction.net/,(903) 805-8219,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN72F2C71F46F09384,JB Construction & Welding,"10297 County Road 2188, Whitehouse, TX 75791",,https://www.bing.com/maps?cp=32.23955535888672%7E-95.24132537841797&lvl=16.0&q=JB%20Construction%20%26%20Welding%20%2C%2010297%20County%20Road%202188%2C%20Whitehouse%2C%20TX%2075791,32.23955536,-95.24132538,,,Welders,,https://www.jbconstruction.biz/,(903) 707-3431,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7357A6223E1D7751,Lott Sheet Metal,"11272 County Road 137, Flint, TX 75762",,https://www.bing.com/maps?cp=32.205387115478516%7E-95.34569549560547&lvl=16.0&q=Lott%20Sheet%20Metal%20%2C%2011272%20County%20Road%20137%2C%20Flint%2C%20TX%2075762,32.20538712,-95.3456955,,,Metal fabricator,Closes in 2 mins,,(903) 520-7366,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YND7BD4AA85489246B,T&G Welding,"3227 US Highway 271, Tyler, TX 75708",https://www.bing.com/th?id=OLC.Pjg7u+lBlKMFNg480x360&pid=Local,https://www.bing.com/maps?cp=32.37818145751953%7E-95.28378295898438&lvl=16.0&q=T%26G%20Welding%20%2C%203227%20US%20Highway%20271%2C%20Tyler%2C%20TX%2075708,32.37818146,-95.28378296,,,Metal fabricator,Closed · Opens tomorrow 7 AM,https://www.tngwelding.com/,(903) 944-7171,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN5D2FFE5C262C455C,Falcon Metalworx LLC,"Private Address in , Texas",,https://www.bing.com/maps?cp=32.3546142578125%7E-95.08130645751953&lvl=16.0&q=Falcon%20Metalworx%20LLC%20%2C%20Private%20Address%20in%20%2C%20Texas,32.35461426,-95.08130646,,,Welders,Closes in 2 mins,http://www.falconmetalworx.com/,(903) 279-7378,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN20128EA0B3B5DF36,Rudd Manufacturing and Custom Welding,"11014 FM 3226, Arp, TX 75750",https://www.bing.com/th?id=OLC.dsdaELVc+S4cuA480x360&pid=Local,https://www.bing.com/maps?cp=32.318580627441406%7E-95.13729095458984&lvl=16.0&q=Rudd%20Manufacturing%20and%20Custom%20Welding%20%2C%2011014%20FM%203226%2C%20Arp%2C%20TX%2075750,32.31858063,-95.13729095,,,Welders,Open · Closes 6 PM,http://www.ruddmanwelding.com/,(903) 747-0512,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN2E323EE35F2871B3,Panther Fabrication,"211 Knowles St, Kilgore, TX 75662",https://www.bing.com/th?id=OLC.c674xz9XbSjYwA480x360&pid=Local,https://www.bing.com/maps?cp=32.38400650024414%7E-94.8770523071289&lvl=16.0&q=Panther%20Fabrication%20%2C%20211%20Knowles%20St%2C%20Kilgore%2C%20TX%2075662,32.3840065,-94.87705231,,,Metal fabricator,Closed · Opens tomorrow 7 AM,http://www.pantherfabrication.com/,(903) 987-3781,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNB2BAFDECB20E2454,MCM Metal Buildings,"11719 Laney Rd, Tyler, TX 75708",,https://www.bing.com/maps?cp=32.433494567871094%7E-95.18991088867188&lvl=16.0&q=MCM%20Metal%20Buildings%20%2C%2011719%20Laney%20Rd%2C%20Tyler%2C%20TX%2075708,32.43349457,-95.18991089,,,Steel fabricators,Closed · Opens tomorrow 7 AM,,(903) 574-7216,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNBEAFE1634328B5AE,DNA Fabrication,"2702 TX-42, Kilgore, TX 75662",,https://www.bing.com/maps?cp=32.40428924560547%7E-94.86871337890625&lvl=16.0&q=DNA%20Fabrication%20%2C%202702%20TX-42%2C%20Kilgore%2C%20TX%2075662,32.40428925,-94.86871338,,,Metal fabricator,Closes in 2 mins,http://dnametalfab.com/,(903) 812-9114,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN761208C0C7E42FE4,New Hope Energy Fabrication,"Fm 2767, Tyler, TX 75708",,https://www.bing.com/maps?cp=32.358070373535156%7E-95.25614166259766&lvl=16.0&q=New%20Hope%20Energy%20Fabrication%20%2C%20Fm%202767%2C%20Tyler%2C%20TX%2075708,32.35807037,-95.25614166,,,Metal fabricator,Open · Closes 6:30 PM,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN22B3A2A03ECD30DA,USA Fabrication of E Texas,"5636 Shirley Dr, Tyler, TX 75708",,https://www.bing.com/maps?cp=32.385948181152344%7E-95.26435089111328&lvl=16.0&q=USA%20Fabrication%20of%20E%20Texas%20%2C%205636%20Shirley%20Dr%2C%20Tyler%2C%20TX%2075708,32.38594818,-95.26435089,,,Metal fabricator,,,(903) 531-0000,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN4224D280A94E7D78,Carport City,"15012 TX-110, Whitehouse, TX 75791",,https://www.bing.com/maps?cp=32.26085662841797%7E-95.23934936523438&lvl=16.0&q=Carport%20City%20%2C%2015012%20TX-110%2C%20Whitehouse%2C%20TX%2075791,32.26085663,-95.23934937,,,Home service,Open · Closes 6 PM,http://carportcity.com/,(903) 316-0411,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNB12B95869DB2E44F,Texas Steel Carports,"11865 County Road 46, Tyler, TX 75704",,https://www.bing.com/maps?cp=32.37438201904297%7E-95.36283111572266&lvl=16.0&q=Texas%20Steel%20Carports%20%2C%2011865%20County%20Road%2046%2C%20Tyler%2C%20TX%2075704,32.37438202,-95.36283112,,,Construction services,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN15A97156D54931A8,alligator carports,"11942 US-271 N, Tyler, TX 75708",,https://www.bing.com/maps?cp=32.42394256591797%7E-95.2058334350586&lvl=16.0&q=alligator%20carports%20%2C%2011942%20US-271%20N%2C%20Tyler%2C%20TX%2075708,32.42394257,-95.20583344,,,Home service,Open · Closes 6 PM,http://alligatorcarports.com/,(903) 521-5841,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN62BE2ACD40C495B1,Graceland Portable Buildings Tyler Texas,"14266 County Road 384, Tyler, TX 75708",,https://www.bing.com/maps?cp=32.41046905517578%7E-95.16992950439453&lvl=16.0&q=Graceland%20Portable%20Buildings%20Tyler%20Texas%20%2C%2014266%20County%20Road%20384%2C%20Tyler%2C%20TX%2075708,32.41046906,-95.1699295,,,Building contractor,Open · Closes 6 PM,http://gracelandportablebuildings.com/,(903) 707-9574,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNCE3D1DD1BA5E63F8,Winslow's Custom Buildings,"2010 S Main St, Lindale, TX 75771",,https://www.bing.com/maps?cp=32.48942565917969%7E-95.39876556396484&lvl=16.0&q=Winslow's%20Custom%20Buildings%20%2C%202010%20S%20Main%20St%2C%20Lindale%2C%20TX%2075771,32.48942566,-95.39876556,1,Yelp (3),Building contractor,Open · Closes 5:30 PM,http://www.winslowsinc.com/,(903) 253-0982,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNDE7E9664084169E2,Glenwood Blind & Awning,"3025 Old Henderson Hwy, Tyler, TX 75707",https://www.bing.com/th?id=OLC.FeAwWxof/eo33A480x360&pid=Local,https://www.bing.com/maps?cp=32.338661193847656%7E-95.26263427734375&lvl=16.0&q=Glenwood%20Blind%20%26%20Awning%20%2C%203025%20Old%20Henderson%20Hwy%2C%20Tyler%2C%20TX%2075707,32.33866119,-95.26263428,2,Yelp (5),Awning supplier,Closed · Opens tomorrow 8 AM,http://www.glenwoodblindandawning.com/,(903) 597-2088,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA164BF4CF5B62A0D,Gotcha Covered Metal and Portable Buildings,"10598 US Highway 69 N, Tyler, TX 75706",,https://www.bing.com/maps?cp=32.41891860961914%7E-95.35562133789062&lvl=16.0&q=Gotcha%20Covered%20Metal%20and%20Portable%20Buildings%20%2C%2010598%20US%20Highway%2069%20N%2C%20Tyler%2C%20TX%2075706,32.41891861,-95.35562134,,,Home service,Closes in 2 mins,http://gotchacoveredgc.com/,(903) 504-7858,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
